





202004201|970|FVI.A|6|32|1940|2|0||
202004202|55000|BNC|4|4|1100|1|3||
202004203|30|FVI.A|22|32|1940|2|0||
202004204|15|ICP.B|2|48|59000|2|0||
202004205|50|ICP.B|2|48|59000|2|0||
202004206|300|BVCC|14|66|38400|2|0||
202004207|25|BVCC|10|10|37500|1|3||
202004208|278|MVZ.B|48|4|375000|1|3||
202004209|122|MVZ.B|48|4|375000|1|3||
2020042010|100|DOM|4|66|83400|2|0||
2020042011|5000|BNC|6|66|1249|2|0||
2020042012|12000|PGR|2|2|2000|2|3||
2020042013|2578|BVCC|10|2|38000|2|0||
2020042014|250|BVCC|14|52|38500|2|0||
2020042015|26|ENV|10|32|36500|2|0||
2020042016|26000|BOU|6|6|36.5|2|3||
2020042017|3880|BNC|2|32|1140|2|0||
2020042018|1500|BNC|2|32|1140|2|0||
2020042019|1500|BNC|2|32|1140|2|0||
2020042020|85|BNC|2|22|1140|2|0||
2020042021|1|ABC.A|2|22|80000|2|0||
2020042022|32|TPG|6|22|510|2|0||
2020042023|10|BVL|2|2|6000|2|0||
2020042024|830|BVL|2|48|5800|2|0||
2020042025|2770|BOU|2|22|35|2|0||
2020042026|30|BOU|2|10|35|2|0||
2020042027|100|BOU|2|10|35|2|0||
2020042028|4000|BVCC|10|10|38000|1|3||
2020042029|249|RST|10|10|50000|2|0||
2020042030|251|RST|10|10|50000|2|0||
2020042031|50|MVZ.A|6|6|400000|2|3||
2020042032|94|FVI.B|10|32|900|2|0||
2020042033|200|TDV.D|2|72|30000|2|0||
2020042034|10000|BOU|2|4|36|2|0||
2020042035|2|MVZ.B|6|32|375100|2|0||
2020042036|100|ICP.B|10|58|60000|2|0||
2020042037|10|RST|40|64|49000.01|2|0||
2020042038|110|RST|40|22|49000.01|2|0||
2020042039|2|RST|40|22|49000.01|2|0||
2020042040|500|BVCC|14|48|39000|2|0||
2020042041|370|RST|40|4|49000.01|2|0||
2020042042|8|RST|40|58|49000.01|2|0||
2020042043|2|CCR|6|64|600000|2|0||
2020042044|600|BOU|2|64|36|2|0||
2020042045|50|BNC|2|64|1140|2|0||
2020042046|1000|BVCC|48|48|40000|2|0||
2020042047|5000|BNC|2|17|1140|2|0||
2020042048|11|MVZ.B|6|4|375100|2|0||
2020042049|50|BVL|48|64|5800|2|0||
2020042050|4000|PGR|32|22|2000|2|0||
2020042051|16|BNC|2|32|1140|2|0||
2020042052|50|FVI.A|22|12|1940|2|0||
2020042053|1000|PGR|10|22|2000|2|0||
2020042054|50|DOM|4|66|82800|2|0||
2020042055|40|GZL|48|66|70000|2|0||
2020042056|15|ENV|34|2|36500|2|0||
2020042057|280|RST.B|10|32|48000|1|3||
2020042058|26|FVI.B|6|10|1025|2|0||
2020042059|200|PGR|10|22|2000|2|0||
2020042060|100|DOM|4|12|82800|0|3||
2020042061|8800|PGR|10|22|2000|2|0||
2020042062|51|FVI.B|32|10|1005.6|2|0||
2020042063|36|TPG|6|12|510|2|0||
2020042064|200|DOM|48|6|83000|2|0||
2020042065|10|DOM|10|6|83000|2|0||
2020042066|2|MVZ.A|10|64|410000|2|0||
2020042067|5000|BOU|22|12|35.9|2|0||
2020042068|1485|ENV|34|6|36500|2|0||
2020042069|52|BOU|10|10|35|2|0||
2020042070|500|BPV|48|6|411000|2|0||
2020042071|969|BNC|2|4|1140|2|0||
2020042072|1210|BNC|6|4|1140|2|0||
2020042073|5578|BNC|58|4|1140|2|0||
2020042074|5578|BNC|58|4|1140|2|0||
2020042075|3800|BNC|58|22|1140|2|0||
2020042076|500|BVCC|14|48|40000|2|0||
2020042077|4000|BVCC|48|48|40000|2|0||
2020042078|35044|BNC|58|4|1140|2|0||
2020042079|500|BVCC|10|48|40000|2|0||
2020042080|1|CCR|6|6|600000|2|3||
2020042081|3|ICP.B|10|6|66870|2|0||
2020042082|1|ICP.B|22|6|66870|2|0||
2020042083|6|ICP.B|22|6|66870|2|0||
2020042084|1930|FVI.B|32|6|940|2|0||
2020042085|1446|ENV|32|6|36500|2|0||
2020042086|15|TDV.D|22|64|30000|2|0||
2020042087|58|TDV.D|22|17|30000|2|0||
2020042088|5|RST.B|6|32|48000|2|0||
